,00097399,Cosmético,13/08/2018,-,verdadero,variable,value
385,30311,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
386,30312,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
387,30314,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
388,30315,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
389,30316,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
390,30317,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
391,30320,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
392,30321,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
393,30322,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
394,30327,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
395,30328,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
396,30329,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
397,30330,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
398,30331,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
399,30335,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
400,30337,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
401,30338,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
402,30339,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
403,30343,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
404,30347,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
405,30350,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
406,30356,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
407,30357,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
408,30359,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
409,30361,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
410,30370,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
411,30371,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
412,30372,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
413,30374,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
414,30375,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
415,30376,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
416,30385,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
417,30386,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
418,30388,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
419,30380,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
420,30381,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
421,30391,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
422,30392,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
423,30393,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
424,30395,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
425,30401,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
426,30403,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
427,30404,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
428,30406,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
429,30423,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
430,30429,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
431,30431,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
432,30434,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
433,30436,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
434,30444,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
435,30445,Medicinal,02/07/2018,02/07/2018,verdadero,falso,falso
436,30446,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
437,30449,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
438,30450,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
439,30457,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
440,30459,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
441,30460,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
442,30462,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
443,30463,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
444,30466,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
445,30467,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
446,30468,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
447,30470,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
448,30471,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
449,30472,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
450,30473,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
451,30476,Medicinal,02/07/2018,04/07/2018,verdadero,falso,falso
452,30477,Cosmético,02/07/2018,04/07/2018,verdadero,falso,falso
453,30482,Medicinal,02/07/2018,-,verdadero,falso,falso
454,30490,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
455,30491,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
456,30493,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
457,30494,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
458,30495,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
459,30498,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
460,30499,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
461,30500,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
462,30501,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
463,30503,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
464,30506,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
465,30508,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
466,30509,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
467,30510,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
468,30511,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
469,30512,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
470,30513,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
471,30514,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
472,30515,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
473,30517,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
474,30518,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
475,30521,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
476,30522,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
477,30524,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
478,30525,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
479,30526,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
480,30528,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
481,30530,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
482,30532,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
483,30533,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
484,30534,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
485,30535,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
486,30538,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
487,30542,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
488,30543,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
489,30544,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
490,30545,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
491,30546,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
492,30547,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
493,30549,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
494,30550,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
495,30551,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
496,30553,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
497,30554,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
498,30555,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
499,30556,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
500,30557,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
501,30558,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
502,30560,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
503,30562,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
504,30563,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
505,30564,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
506,30568,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
507,30570,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
508,30572,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
509,30573,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
510,30574,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
511,30576,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
512,30578,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
513,30580,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
514,30583,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
515,30621,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
516,30590,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
517,30592,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
518,30593,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
519,30594,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
520,30595,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
521,30596,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
522,30600,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
523,30603,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
524,30606,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
525,30607,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
526,30609,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
527,30610,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
528,30612,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
529,30616,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
530,30618,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
531,30624,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
532,30625,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
533,30626,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
534,30629,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
535,30630,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
536,30632,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
537,30636,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
538,30637,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
539,30639,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
540,30640,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
541,30641,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
542,30642,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
543,30648,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
544,30649,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
545,30650,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
546,30651,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
547,30655,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
548,30660,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
549,30664,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
550,30667,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
551,30673,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
552,30677,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
553,30678,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
554,30680,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
555,30683,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
556,30685,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
557,30687,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
558,30689,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
559,30693,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
560,30694,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
561,30695,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
562,30697,Cosmético,03/07/2018,03/07/2018,verdadero,falso,falso
563,30698,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
564,30708,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
565,30710,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
566,30711,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
567,30712,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
568,30715,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
569,30722,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
570,30724,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
571,30730,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
572,30734,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
573,30737,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
574,30740,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
575,30741,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
576,30744,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
577,30923,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
578,30746,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
579,30748,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
580,30749,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
581,30750,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
582,30751,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
583,30753,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
584,30805,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
585,30806,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
586,30758,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
587,30759,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
588,30765,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
589,30768,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
590,30769,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
591,30772,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
592,30773,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
593,30775,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
594,30778,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
595,30779,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
596,30781,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
597,30783,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
598,30784,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
599,30785,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
600,30786,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
601,30787,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
602,30791,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
603,30794,Cosmético,03/07/2018,03/07/2018,verdadero,falso,falso
604,30795,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
605,30797,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
606,30799,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
607,30800,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
608,30801,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
609,30802,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
610,30804,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
611,30812,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
612,30813,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
613,30815,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
614,30817,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
615,30818,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
616,30819,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
617,30822,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
618,30823,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
619,30824,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
620,30825,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
621,30832,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
622,30833,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
623,30837,Cosmético,03/07/2018,03/07/2018,verdadero,falso,falso
624,30841,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
625,30847,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
626,30851,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
627,30863,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
628,30864,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
629,31195,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
630,31196,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
631,31197,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
632,30868,Cosmético,03/07/2018,03/07/2018,verdadero,falso,falso
633,30869,Cosmético,03/07/2018,03/07/2018,verdadero,falso,falso
634,30881,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
635,30896,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
636,30901,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
637,30932,Cosmético,03/07/2018,03/07/2018,verdadero,falso,falso
638,30934,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
639,30939,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
640,30941,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
641,30942,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
642,30954,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
643,30957,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
644,30961,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
645,30962,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
646,30965,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
647,30966,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
648,30968,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
649,30997,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
650,30980,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
651,30981,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
652,30991,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
653,31001,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
654,31017,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
655,31030,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
656,31031,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
657,31032,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
658,31037,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
659,31038,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
660,31041,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
661,31042,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
662,31048,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
663,31049,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
664,31050,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
665,31242,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
666,31055,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
667,31056,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
668,31060,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
669,31068,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
670,31071,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
671,31072,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
672,31074,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
673,31076,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
674,31085,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
675,31086,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
676,31095,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
677,31098,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
678,31099,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
679,31107,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
680,31114,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
681,31116,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
682,31120,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
683,31121,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
684,31124,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
685,31127,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
686,31132,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
687,31136,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
688,31140,Medicinal,03/07/2018,03/07/2018,verdadero,falso,falso
689,31146,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
690,31148,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
691,31152,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
692,31156,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
693,31163,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
694,31200,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
695,31201,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
696,31202,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
697,31169,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
698,31178,Medicinal,03/07/2018,04/07/2018,verdadero,falso,falso
699,31181,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
700,31182,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
701,31183,Cosmético,03/07/2018,04/07/2018,verdadero,falso,falso
